customer_id,gender,date,value,predicted_gender
1568,1,3/9/17 20:46,10,0
3048,0,3/9/17 20:59,54,0
3049,0,3/9/17 21:33,258,1
3050,0,3/9/17 22:36,733.82,1
2593,1,3/9/17 22:38,288,1
3051,1,3/9/17 23:10,78,1
2967,1,3/9/17 23:53,291.79,1
3052,0,3/10/17 0:00,147.09,0
3053,0,3/10/17 0:10,178,0
3054,0,3/10/17 0:13,504,0
3055,0,3/10/17 1:00,1822,0
3056,1,3/10/17 1:19,260.2,1
3057,0,3/10/17 1:25,1080,1
3058,0,3/10/17 2:01,174,1
1764,0,3/10/17 2:27,226.46,1
3059,1,3/10/17 2:39,233.2,1
1162,0,3/10/17 2:43,108,0
3060,0,3/10/17 2:46,266.62,0
2198,0,3/10/17 3:21,526.6,1
1974,0,3/10/17 3:33,139.36,1
3061,1,3/10/17 3:53,472.6,0
2017,1,3/10/17 5:14,122.81,1
3062,1,3/10/17 10:07,426,1
2529,0,3/10/17 11:12,865,1
3063,0,3/10/17 14:26,10,0
3064,1,3/10/17 14:37,852,1
3065,1,3/10/17 15:38,405,1
1980,1,3/10/17 16:24,213.84,1
3066,0,3/10/17 17:23,208,1
3067,1,3/10/17 17:52,208,1
3068,1,3/10/17 18:55,208,1
3069,1,3/10/17 19:45,278,1
3070,1,3/10/17 20:00,272.2,1
2032,0,3/10/17 20:07,168,1
3071,1,3/10/17 20:21,169,1
3072,0,3/10/17 20:27,496,1
1474,1,3/10/17 21:06,308,1
3073,1,3/10/17 21:25,414.81,1
3074,0,3/10/17 21:37,89.2,0
3075,1,3/10/17 21:38,592,1
3076,0,3/10/17 22:03,223,1
3077,1,3/10/17 22:58,1106,1
3078,0,3/10/17 23:20,238,0
2134,0,3/10/17 23:22,84,0
3079,1,3/10/17 23:44,336,1
2316,1,3/11/17 1:14,308,0
1900,0,3/11/17 1:21,182,0
3080,0,3/11/17 1:39,355.6,1
2948,0,3/11/17 2:01,188,0
3081,1,3/11/17 2:06,198,1
2304,0,3/11/17 2:40,712,1
3079,1,3/11/17 3:14,0,1
1231,1,3/11/17 3:35,286,0
3082,1,3/11/17 5:24,10,0
3083,0,3/11/17 6:38,434,0
3084,1,3/11/17 6:39,139,1
1398,1,3/11/17 12:32,10.89,1
3085,0,3/11/17 13:04,571.6,0
3086,1,3/11/17 13:09,10.74,0
3087,0,3/11/17 13:47,288,0
2670,1,3/11/17 14:17,564,0
3088,0,3/11/17 16:21,147.09,1
3089,1,3/11/17 16:55,196,1
1137,1,3/11/17 17:27,903.66,1
3090,0,3/11/17 18:05,152.2,1
3091,0,3/11/17 18:36,10.89,1
1101,1,3/11/17 19:22,466,1
2125,1,3/11/17 19:35,270.91,1
3092,1,3/11/17 19:53,340.3,0
3093,0,3/11/17 20:19,10,0
3094,0,3/11/17 20:42,371.8,0
3095,0,3/11/17 20:55,278.2,1
1386,1,3/11/17 21:14,1444,1
3096,0,3/11/17 21:49,10.89,0
3097,0,3/12/17 0:48,436,1
3098,1,3/12/17 3:00,614.8,0
3099,0,3/12/17 3:49,10,0
3100,1,3/12/17 4:35,624.09,1
3101,0,3/12/17 5:58,386,1
3102,1,3/12/17 6:43,109,1
3103,0,3/12/17 9:59,296,0
2936,0,3/12/17 12:34,198,0
3104,1,3/12/17 14:01,241.3,1
3105,1,3/12/17 15:12,189.44,1
1445,0,3/12/17 17:49,265,0
3106,0,3/12/17 19:23,291.2,0
3107,0,3/12/17 19:56,10,0
1338,0,3/12/17 20:45,154,1
1468,1,3/12/17 21:02,10,1
3031,0,3/12/17 21:25,10,0
3108,1,3/12/17 21:57,109,1
3109,1,3/12/17 22:08,237,1
3110,1,3/12/17 22:11,224.2,1
3111,0,3/12/17 22:56,356,1
2286,1,3/12/17 22:57,1356.3,1
2708,1,3/12/17 23:25,10.84,1
3112,1,3/13/17 0:04,496,1
3113,0,3/13/17 0:21,1878,0
1928,0,3/13/17 0:24,218,1
3114,0,3/13/17 0:40,10,0
3115,0,3/13/17 1:13,109,0
3116,0,3/13/17 1:18,635.83,0
1313,1,3/13/17 1:20,1424,0
3117,1,3/13/17 1:23,69,0
3118,1,3/13/17 1:48,287,1
3119,1,3/13/17 2:16,313.3,1
3120,1,3/13/17 2:22,10,1
3121,1,3/13/17 2:40,0,1
3122,1,3/13/17 3:07,258,1
3123,1,3/13/17 4:19,233.2,1
2139,1,3/13/17 5:43,546,1
2300,0,3/13/17 5:47,463.67,0
2167,1,3/13/17 5:59,1068,1
2953,0,3/13/17 6:53,376,1
3124,1,3/13/17 7:19,231.29,1
3125,1,3/13/17 11:49,145.91,1
3126,1,3/13/17 12:38,149,1
3127,1,3/13/17 13:02,147.09,1
2183,1,3/13/17 13:11,10,1
1257,1,3/13/17 13:22,294,1
3128,1,3/13/17 13:26,278,1
3129,0,3/13/17 13:45,316,0
2875,1,3/13/17 13:48,10.89,1
3130,1,3/13/17 14:10,139,1
2878,0,3/13/17 14:38,208,1
3131,0,3/13/17 15:06,484,0
2954,1,3/13/17 15:22,208,1
2229,1,3/13/17 15:44,108,0
3132,1,3/13/17 15:53,208,1
3133,0,3/13/17 16:20,268,1
3134,1,3/13/17 16:29,268,1
1680,0,3/13/17 16:35,659.78,1
1668,1,3/13/17 17:12,268,1
3135,1,3/13/17 17:16,10,1
1562,0,3/13/17 18:04,208,0
3136,1,3/13/17 18:11,766,1
3137,1,3/13/17 18:27,445,0
1364,1,3/13/17 18:32,288,1
3138,0,3/13/17 19:27,336,1
3031,0,3/13/17 20:14,0,0
3139,1,3/13/17 20:34,193.8,1
3022,0,3/13/17 20:40,893.8,1
3140,0,3/13/17 21:31,1346,1
3141,0,3/13/17 21:40,452.92,1
2698,0,3/13/17 22:36,409.37,1
3142,0,3/13/17 23:31,356.02,0
2100,1,3/13/17 23:37,258,0
1021,1,3/14/17 0:14,540.02,1
2881,1,3/14/17 0:47,302.67,0
3143,0,3/14/17 2:16,178,1
3144,1,3/14/17 4:00,10,1
3145,1,3/14/17 7:12,1190,1
1500,1,3/14/17 12:35,194,1
3146,0,3/14/17 13:59,2530,1
1204,1,3/14/17 14:10,446,1
2755,1,3/14/17 14:31,466,1
3147,0,3/14/17 15:05,1238,1
2146,1,3/14/17 15:07,284,1
3148,0,3/14/17 15:07,268,1
3149,0,3/14/17 15:39,1738,0
3150,1,3/14/17 15:52,99.1,0
1247,1,3/14/17 15:57,551.81,1
3151,1,3/14/17 16:23,1345.7,1
3152,1,3/14/17 16:42,526,1
1668,1,3/14/17 16:59,258,1
3153,1,3/14/17 17:11,10,0
3154,0,3/14/17 17:16,511,1
3155,1,3/14/17 17:20,409.6,1
1738,0,3/14/17 18:07,574,1
3156,0,3/14/17 18:21,203,1
3157,0,3/14/17 18:28,474.4,1
3158,0,3/14/17 19:32,450.74,1
3159,1,3/14/17 20:31,178,1
2179,0,3/14/17 21:08,264,1
3160,1,3/14/17 21:11,496,1
1991,0,3/14/17 21:41,1320,0
3161,0,3/14/17 21:52,149,1
3162,1,3/14/17 22:26,1273.78,0
3163,1,3/14/17 22:44,143.2,1
3164,0,3/14/17 23:28,250,1
3165,0,3/15/17 0:16,442.03,1
3166,0,3/15/17 0:32,496,1
3167,1,3/15/17 1:16,152.2,1
2489,1,3/15/17 1:16,820,1
3168,1,3/15/17 1:36,108,0
3169,0,3/15/17 2:09,10.89,0
3170,0,3/15/17 2:18,88,1
3171,1,3/15/17 2:27,257,0
3172,1,3/15/17 2:30,10,1
3173,1,3/15/17 2:55,335.8,1
1135,0,3/15/17 3:17,416,0
3174,1,3/15/17 3:20,10,1
3175,0,3/15/17 3:25,392.79,0
3176,1,3/15/17 3:41,471.7,1
3177,0,3/15/17 5:15,290.8,1
3178,1,3/15/17 9:43,606,0
3162,1,3/15/17 10:19,376.71,0
3179,0,3/15/17 11:01,80.2,1
3180,0,3/15/17 11:38,147.09,0
3181,0,3/15/17 12:49,104,1
3182,1,3/15/17 14:10,362.8,0
3183,1,3/15/17 14:19,566,1
2552,1,3/15/17 14:33,291.79,1
3184,0,3/15/17 14:45,89,0
2062,1,3/15/17 14:47,208,1
2539,0,3/15/17 15:07,313.56,0
3185,1,3/15/17 15:23,99,1
3186,0,3/15/17 15:25,10,0
3187,1,3/15/17 16:23,10,1
2877,1,3/15/17 16:25,968,1
2500,0,3/15/17 17:26,10.89,0
2402,1,3/15/17 17:38,686,1
3188,1,3/15/17 18:00,10.89,1
2064,1,3/15/17 18:03,215.57,1
1559,1,3/15/17 18:04,208,1
2319,1,3/15/17 19:01,402,1
3189,1,3/15/17 19:28,346,1
3190,1,3/15/17 19:32,94.6,1
3191,0,3/15/17 19:41,307.57,0
3192,0,3/15/17 19:45,148.8,0
3193,0,3/15/17 20:31,982,0
3194,0,3/15/17 20:40,272.2,0
2853,0,3/15/17 21:09,724,1
3195,1,3/15/17 21:11,306,0
3196,0,3/15/17 21:11,124,0
3197,1,3/15/17 22:24,518.25,0
3068,1,3/15/17 23:27,100,1
2127,0,3/15/17 23:33,1418,0
3198,1,3/15/17 23:51,10,1
3199,1,3/16/17 0:03,664,1
3200,0,3/16/17 0:22,248,0
1959,0,3/16/17 1:46,99,1
3193,0,3/16/17 1:54,218,0
3201,1,3/16/17 2:21,290.91,1
3202,0,3/16/17 3:16,10,0
3203,1,3/16/17 3:58,10,0
3204,1,3/16/17 5:09,724,0
2145,1,3/16/17 11:55,324.45,0
3205,0,3/16/17 12:57,10,1
3206,0,3/16/17 13:37,601,1
3207,1,3/16/17 13:49,486,1
3208,1,3/16/17 13:55,1042,1
3209,1,3/16/17 14:26,842,1
2560,1,3/16/17 15:21,208,1
3210,0,3/16/17 16:20,507.36,1
2046,0,3/16/17 16:57,182.91,0
1764,0,3/16/17 17:22,10,1
1955,0,3/16/17 17:25,1003.83,1
3065,1,3/16/17 17:44,411.4,1
3211,1,3/16/17 17:56,268,1
3212,1,3/16/17 17:59,278.2,1
3213,0,3/16/17 18:03,10,1
3214,1,3/16/17 18:21,291.79,1
1101,1,3/16/17 18:25,10,1
3215,0,3/16/17 18:53,273.51,0
3216,1,3/16/17 19:26,10,1
3217,1,3/16/17 19:45,258,1
3218,1,3/16/17 19:54,109,1
3219,1,3/16/17 20:25,258,1
3220,0,3/16/17 20:54,288,1
1263,0,3/16/17 20:59,300.22,1
3221,0,3/16/17 21:21,1231.1,0
1938,1,3/16/17 21:58,108,0
3222,1,3/16/17 22:27,10,1
1556,1,3/16/17 23:32,280.9,1
3223,0,3/17/17 0:50,10,0
2834,1,3/17/17 1:18,544,0
3224,0,3/17/17 1:23,248,0
3225,0,3/17/17 1:32,526.78,1
2876,0,3/17/17 2:01,1414,1
1473,0,3/17/17 4:07,10.89,0
3226,0,3/17/17 8:19,1626,1
3227,1,3/17/17 12:42,916.73,1
3228,1,3/17/17 13:20,1024.12,1
3229,1,3/17/17 13:22,108,1
1940,1,3/17/17 13:41,568,1
3230,0,3/17/17 14:30,238,0
3231,0,3/17/17 15:57,1417.6,1
3232,0,3/17/17 17:08,149,1
2148,0,3/17/17 17:09,108,0
1757,1,3/17/17 17:54,278.2,1
3162,1,3/17/17 17:55,147,0
3233,1,3/17/17 18:43,134.2,1
3234,1,3/17/17 18:44,10,0
3235,0,3/17/17 19:18,280.9,1
1340,1,3/17/17 19:21,1940,1
3236,1,3/17/17 19:27,99,1
3006,0,3/17/17 19:42,178,1
3237,0,3/17/17 19:46,53.2,0
3238,0,3/17/17 19:59,308,0
3239,1,3/17/17 20:27,250,0
2626,1,3/17/17 20:35,182.91,0
3240,0,3/17/17 20:44,130.6,1
3241,0,3/17/17 21:27,623.75,0
3242,0,3/17/17 21:48,144,1
3243,0,3/17/17 22:01,174,0
2420,0,3/17/17 22:23,268,1
3244,1,3/17/17 22:24,10,1
3245,1,3/17/17 23:10,10,1
3246,1,3/17/17 23:11,1110,1
3247,1,3/17/17 23:18,426,1
2198,0,3/17/17 23:38,10,1
3248,1,3/17/17 23:44,10,1
3249,1,3/18/17 0:14,635.83,1
3250,1,3/18/17 0:28,10,1
3251,0,3/18/17 1:05,787.82,1
3252,1,3/18/17 1:16,268.3,1
1916,1,3/18/17 1:18,324.45,1
2491,1,3/18/17 1:54,318,1
3253,0,3/18/17 1:56,308,1
3116,0,3/18/17 2:01,308.12,0
3082,1,3/18/17 2:12,258,0
1143,1,3/18/17 2:19,610.22,1
3254,1,3/18/17 2:35,312,0
1045,0,3/18/17 2:39,530,0
2063,1,3/18/17 6:19,10,1
3255,0,3/18/17 9:07,10.89,1
3256,1,3/18/17 11:24,184,1
1286,0,3/18/17 11:50,268,1
2100,1,3/18/17 12:20,474,0
1439,0,3/18/17 12:22,172,0
2914,0,3/18/17 15:33,892,1
3248,1,3/18/17 15:34,10,1
3257,1,3/18/17 15:37,456,0
3258,0,3/18/17 16:46,76,0
3259,0,3/18/17 17:17,475.8,1
3260,1,3/18/17 17:38,258,1
2386,1,3/18/17 18:22,572.68,1
3261,0,3/18/17 18:23,208,0
3262,1,3/18/17 18:26,152.2,1
3263,1,3/18/17 19:17,165,1
3264,1,3/18/17 19:42,215.57,1
3265,1,3/18/17 20:11,436,1
2936,0,3/18/17 20:23,268,0
3266,1,3/18/17 20:28,98.2,1
3267,1,3/18/17 20:36,357.4,1
3268,0,3/18/17 20:39,168,0
3269,1,3/18/17 20:42,208,1
3270,1,3/18/17 20:54,278.2,1
3271,1,3/18/17 21:38,149,1
3067,1,3/18/17 21:39,208,1
2238,0,3/18/17 21:46,124,1
3272,1,3/18/17 22:31,820.04,1
3273,1,3/18/17 22:31,633.2,1
3113,0,3/18/17 23:12,2330,0
3274,1,3/18/17 23:17,308,1
3275,1,3/19/17 1:12,365.82,1
3276,1,3/19/17 1:39,10,1
2682,1,3/19/17 2:45,422,1
3277,1,3/19/17 3:34,152.2,1
1994,1,3/19/17 4:08,674,1
3098,1,3/19/17 4:23,552,0
3278,1,3/19/17 13:28,126.1,0
3279,1,3/19/17 14:10,200,1
1074,1,3/19/17 15:01,188,1
3280,0,3/19/17 16:04,156.78,1
3281,1,3/19/17 18:15,94.6,1
3282,0,3/19/17 19:01,442,1
3283,1,3/19/17 20:09,10,1
1266,1,3/19/17 21:17,10,0
3284,1,3/19/17 21:25,396,0
1402,1,3/19/17 21:25,108,1
2266,0,3/19/17 21:50,714,1
3285,0,3/19/17 22:06,268,0
3286,0,3/19/17 22:55,69,1
3287,0,3/20/17 0:16,676,0
2537,0,3/20/17 0:37,59,0
3288,1,3/20/17 0:53,256,1
3289,0,3/20/17 1:51,208,1
2129,1,3/20/17 2:10,480.46,0
2710,1,3/20/17 2:32,158,1
1257,1,3/20/17 2:45,404,1
3290,1,3/20/17 2:51,536,0
3291,0,3/20/17 2:54,474.4,1
3292,0,3/20/17 4:29,99,1
3051,1,3/20/17 13:21,146,1
2019,1,3/20/17 14:05,10,1
2813,0,3/20/17 14:36,226.46,0
2316,1,3/20/17 15:18,138,0
3279,1,3/20/17 15:52,193.8,1
2994,1,3/20/17 15:58,10,0
3293,1,3/20/17 16:18,237,0
3294,1,3/20/17 17:19,10.74,0
3295,0,3/20/17 17:21,98.2,1
3296,0,3/20/17 17:27,198,0
3297,1,3/20/17 17:30,595,1
3298,1,3/20/17 18:15,10,0
3299,0,3/20/17 18:24,174,1
2034,0,3/20/17 18:25,600,1
3300,1,3/20/17 18:36,188.2,1
3301,1,3/20/17 18:43,313.56,1
3302,1,3/20/17 19:02,195.1,1
3303,0,3/20/17 19:23,566,1
3304,0,3/20/17 19:31,1155.39,0
3305,0,3/20/17 19:50,10,0
3306,0,3/20/17 20:12,69,1
3186,0,3/20/17 20:13,0,0
3195,1,3/20/17 20:19,356,0
3113,0,3/20/17 20:47,278,0
3307,1,3/20/17 20:50,280.9,1
2536,0,3/20/17 21:30,1117,0
1795,0,3/20/17 21:53,335.34,0
2669,1,3/20/17 22:18,562,1
1698,0,3/20/17 23:09,178,0
3308,0,3/20/17 23:13,1863.72,1
3309,0,3/20/17 23:29,108,1
2936,0,3/21/17 0:47,366,0
3310,0,3/21/17 1:02,10,1
3311,1,3/21/17 1:16,865.87,1
3312,1,3/21/17 2:01,564,1
3313,1,3/21/17 2:24,564,0
3314,0,3/21/17 2:55,662,0
2106,1,3/21/17 3:11,148,1
1346,1,3/21/17 5:46,10,1
3315,1,3/21/17 8:18,298,0
2274,1,3/21/17 9:43,550,1
3316,1,3/21/17 12:26,75,0
3317,0,3/21/17 12:40,10.86,1
3318,0,3/21/17 13:44,227,1
3319,1,3/21/17 13:46,386,1
1998,1,3/21/17 14:42,278,1
3320,0,3/21/17 14:50,341.34,1
2364,1,3/21/17 15:27,586.26,1
3321,1,3/21/17 16:38,556,1
1474,1,3/21/17 16:53,266,1
2292,1,3/21/17 17:06,208,1
1062,0,3/21/17 17:32,269.39,0
3322,0,3/21/17 17:40,484.49,0
3323,0,3/21/17 17:59,197.2,0
2054,1,3/21/17 18:23,738,1
3324,1,3/21/17 18:43,270.01,1
3325,1,3/21/17 20:08,152.2,1
3326,0,3/21/17 20:12,1154.08,0
3327,0,3/21/17 20:30,308,0
3328,0,3/21/17 20:48,238,0
3329,0,3/21/17 21:02,149,1
3330,1,3/21/17 22:00,198,1
3322,0,3/21/17 22:44,968.99,0
2561,1,3/21/17 23:00,193.8,0
3085,0,3/22/17 0:56,99,0
2996,1,3/22/17 1:29,119,1
3331,1,3/22/17 1:41,702,1
3332,0,3/22/17 1:57,1918.38,0
3333,1,3/22/17 2:20,463.6,1
3013,0,3/22/17 3:07,251.2,1
3334,0,3/22/17 3:14,1087.67,1
2988,0,3/22/17 3:18,268,0
3334,0,3/22/17 3:26,59.4,1
2055,0,3/22/17 3:35,188,0
3335,0,3/22/17 3:36,10,1
3336,0,3/22/17 4:54,10,1
3337,0,3/22/17 5:16,50,0
3079,1,3/22/17 9:31,208,1
3338,0,3/22/17 10:44,146,1
2027,1,3/22/17 14:32,278,0
3339,0,3/22/17 15:08,99,1
3340,1,3/22/17 15:09,149,1
3341,1,3/22/17 15:59,99.1,0
3342,1,3/22/17 16:40,150,1
3343,1,3/22/17 16:48,69,1
1854,1,3/22/17 17:34,280.9,1
3344,1,3/22/17 18:05,149,1
3345,0,3/22/17 18:36,10,1
3346,0,3/22/17 18:36,154.66,1
2461,0,3/22/17 19:05,139,0
2527,1,3/22/17 19:28,10.89,0
2400,0,3/22/17 19:32,258,1
1378,0,3/22/17 20:08,162.22,0
3347,1,3/22/17 20:30,246.7,1
3348,0,3/22/17 20:40,69,1
3349,0,3/22/17 20:41,3619.9,0
3350,1,3/22/17 20:44,242.2,1
2541,0,3/22/17 21:17,875.37,0
1168,1,3/22/17 21:20,335.34,1
2337,1,3/22/17 21:45,10,1
3349,0,3/22/17 21:58,155.04,0
3351,1,3/22/17 22:24,216,1
3352,0,3/22/17 22:24,313.57,0
2536,0,3/22/17 22:40,10,0
3353,0,3/22/17 23:11,90.09,0
1977,0,3/22/17 23:16,534,1
2004,1,3/22/17 23:49,554.44,1
1119,1,3/23/17 1:10,326,1
3354,1,3/23/17 1:19,10,1
3355,1,3/23/17 1:45,320,1
1266,1,3/23/17 3:03,584,0
3356,0,3/23/17 4:08,198,1
3357,1,3/23/17 4:12,348.4,1
3358,1,3/23/17 5:51,148,1
1186,0,3/23/17 11:38,494,1
3359,0,3/23/17 13:06,400,1
2182,1,3/23/17 13:52,149.25,0
2482,1,3/23/17 14:23,376,1
3360,0,3/23/17 14:37,103.6,1
1186,0,3/23/17 14:40,278,1
3361,1,3/23/17 15:38,173,1
2494,0,3/23/17 15:48,200,0
3362,0,3/23/17 15:54,99,0
3363,0,3/23/17 16:10,10,0
3364,1,3/23/17 16:11,174,0
2197,1,3/23/17 16:13,212.6,1
3365,0,3/23/17 16:49,10,1
3366,1,3/23/17 16:54,299.8,0
2798,1,3/23/17 17:12,288,1
3367,0,3/23/17 17:44,488.8,1
3368,0,3/23/17 18:06,278.2,0
3369,1,3/23/17 18:33,346,1
3370,0,3/23/17 19:38,208,0
3371,0,3/23/17 19:45,657.61,1
3372,1,3/23/17 19:48,229.01,1
3373,0,3/23/17 19:51,295.03,0
2149,1,3/23/17 19:59,930,1
3147,0,3/23/17 20:04,1082,1
2489,1,3/23/17 20:55,268,1
1307,1,3/23/17 21:30,313.91,1
3374,0,3/23/17 21:35,1572.16,1
3375,1,3/23/17 21:51,294.4,0
3376,1,3/23/17 22:02,10,1
3377,0,3/23/17 22:38,304,0
1880,1,3/23/17 23:13,546,1
3378,0,3/24/17 0:06,250,1
3379,0,3/24/17 0:41,10,1
3380,1,3/24/17 1:00,1347.43,0
3381,1,3/24/17 2:08,78,1
1466,1,3/24/17 2:46,362,1
3382,0,3/24/17 3:42,616,1
3383,1,3/24/17 4:10,606,1
3384,0,3/24/17 4:16,168,0
3385,0,3/24/17 4:41,524,0
3386,1,3/24/17 11:38,387.6,1
3387,1,3/24/17 12:01,263,0
3388,1,3/24/17 13:19,100,1
3389,1,3/24/17 15:11,506,1
2677,0,3/24/17 15:23,753.42,0
3390,1,3/24/17 15:23,271.3,1
3023,1,3/24/17 15:47,138,1
3391,0,3/24/17 15:57,10,0
2527,1,3/24/17 16:22,108,0
3392,1,3/24/17 16:55,591.4,0
3393,1,3/24/17 17:10,5480,1
2378,1,3/24/17 17:14,405,1
3394,0,3/24/17 17:18,208,1
3395,0,3/24/17 17:27,10,1
3396,1,3/24/17 18:18,291.79,1
3397,0,3/24/17 18:26,1702,0
3398,1,3/24/17 18:34,506,1
3399,1,3/24/17 19:22,780,1
2536,0,3/24/17 20:18,10,0
3400,0,3/24/17 20:34,335.34,1
2459,1,3/24/17 20:37,556,1
1790,1,3/24/17 20:54,582,0
3401,0,3/24/17 21:05,233.2,0
3402,1,3/24/17 21:07,256,1
1676,0,3/24/17 21:11,205.3,0
3403,0,3/24/17 21:12,844.65,0
3404,1,3/24/17 21:40,169,1
2167,1,3/24/17 22:06,354,1
1037,0,3/24/17 22:18,10,1
3405,1,3/24/17 22:52,258,1
3406,1,3/24/17 23:25,446,1
3407,0,3/24/17 23:39,188.2,1
3408,0,3/24/17 23:54,332.01,0
3409,0,3/25/17 0:41,670.23,1
3410,0,3/25/17 0:41,339.4,0
3411,1,3/25/17 1:32,409.37,1
3374,0,3/25/17 1:57,291.79,1
3412,0,3/25/17 2:24,10,0
3413,0,3/25/17 2:46,916.73,1
3414,1,3/25/17 2:52,99,0
3415,1,3/25/17 12:55,178,1
1034,1,3/25/17 14:39,198,1
2319,1,3/25/17 15:14,10,1
3416,1,3/25/17 15:55,248,0
1258,0,3/25/17 16:00,386,1
3417,0,3/25/17 16:19,474.7,0
3418,1,3/25/17 18:09,246,1
3419,1,3/25/17 19:34,168,1
1897,0,3/25/17 19:40,973.44,1
3373,0,3/25/17 20:06,267.74,0
3420,0,3/25/17 21:33,342.4,1
1135,0,3/25/17 22:29,546,0
3421,1,3/25/17 22:46,394,0
3422,1,3/25/17 23:18,499,1
3423,0,3/26/17 0:16,148,1
3424,1,3/26/17 2:11,298,1
3425,1,3/26/17 2:40,324.45,1
3426,0,3/26/17 3:15,58,0
3427,1,3/26/17 4:24,186,1
3428,0,3/26/17 7:47,367,0
3429,1,3/26/17 10:09,516,1
1392,1,3/26/17 12:10,258,1
3430,0,3/26/17 13:38,406,1
3431,0,3/26/17 14:25,820,0
3319,1,3/26/17 16:12,356,1
3432,0,3/26/17 16:32,10,1
3433,1,3/26/17 17:16,10.89,1
3434,0,3/26/17 17:16,1862,1
2936,0,3/26/17 19:14,278,0
3435,0,3/26/17 19:47,10,0
3436,0,3/26/17 20:41,208,0
3437,1,3/26/17 20:51,10.89,1
3438,0,3/26/17 21:58,133.6,0
3439,0,3/26/17 22:28,288,1
3440,0,3/26/17 23:19,318,1
2936,0,3/26/17 23:33,98,0
1790,1,3/27/17 0:05,258,0
3441,1,3/27/17 0:12,614.8,0
3442,1,3/27/17 0:25,288,1
3443,0,3/27/17 1:02,10,1
3444,0,3/27/17 1:05,396,0
3445,1,3/27/17 1:28,268,0
3446,1,3/27/17 1:34,242.2,1
1757,1,3/27/17 1:38,10,1
1015,0,3/27/17 2:48,446,0
1872,0,3/27/17 4:41,206,1
2953,0,3/27/17 5:40,208,1
3447,0,3/27/17 8:48,318,1
3448,1,3/27/17 10:47,10,1
2274,1,3/27/17 11:24,1092,1
3449,1,3/27/17 12:00,288,1
1186,0,3/27/17 12:01,1564,1
1491,1,3/27/17 12:27,258,1
3450,0,3/27/17 14:56,184,0
3451,0,3/27/17 15:01,182.91,0
2046,0,3/27/17 15:27,453.79,0
1955,0,3/27/17 15:52,291.79,1
3452,1,3/27/17 16:02,334.57,1
3453,1,3/27/17 16:23,1030,0
3454,0,3/27/17 16:32,258,1
3455,1,3/27/17 16:57,195.1,1
3456,1,3/27/17 17:02,192.7,0
1475,0,3/27/17 17:05,1764,0
3272,1,3/27/17 17:13,456.68,1
3457,0,3/27/17 17:35,416.8,0
3458,0,3/27/17 18:19,134.2,1
2808,1,3/27/17 18:37,453.82,1
3459,1,3/27/17 19:00,10,0
3460,0,3/27/17 19:19,125.2,1
1930,0,3/27/17 19:35,805,0
3461,1,3/27/17 19:50,263.7,1
3462,0,3/27/17 20:29,208,0
3463,1,3/27/17 20:30,208,0
3146,0,3/27/17 21:08,424,1
1813,1,3/27/17 21:13,346,1
3464,0,3/27/17 22:19,242.2,1
3465,1,3/27/17 22:55,340.13,1
3466,0,3/28/17 0:07,193.8,1
3467,0,3/28/17 0:13,10,0
3187,1,3/28/17 0:56,409.37,1
3468,0,3/28/17 2:30,335.34,1
1074,1,3/28/17 2:47,308,1
3469,1,3/28/17 3:36,10,1
1303,1,3/28/17 3:49,10,1
3470,1,3/28/17 5:47,246,1
3471,0,3/28/17 12:31,59,1
1724,0,3/28/17 12:42,514,0
3472,0,3/28/17 13:08,772.25,1
3473,1,3/28/17 13:24,416,1
3474,0,3/28/17 14:03,10.46,0
3470,1,3/28/17 14:38,584,1
3475,0,3/28/17 16:54,250,0
3476,1,3/28/17 17:16,251.2,1
3477,0,3/28/17 17:17,100,0
3478,1,3/28/17 17:25,10,0
3065,1,3/28/17 17:39,306,1
2626,1,3/28/17 18:10,398.48,0
2223,0,3/28/17 18:11,346,1
3479,1,3/28/17 18:58,100,1
3480,0,3/28/17 20:17,526.23,1
3481,1,3/28/17 20:55,474,1
3482,0,3/28/17 21:02,629.81,0
1204,1,3/28/17 21:13,424,1
2532,0,3/28/17 21:46,376.71,1
3483,1,3/28/17 21:55,288,0
3484,1,3/28/17 21:58,260.2,1
3485,0,3/28/17 22:04,335.34,1
3486,1,3/28/17 22:54,90.1,1
3487,1,3/28/17 23:11,46,1
3488,1,3/28/17 23:12,10,1
3489,1,3/29/17 0:15,10,1
3490,0,3/29/17 0:50,2912,0
3491,0,3/29/17 1:19,98,1
3492,0,3/29/17 2:39,152.2,0
3493,0,3/29/17 2:46,248,1
3494,1,3/29/17 2:58,178.3,1
3495,1,3/29/17 3:19,222.4,1
3496,1,3/29/17 7:07,308,1
3497,0,3/29/17 12:47,882,1
3498,0,3/29/17 13:18,10,0
3499,0,3/29/17 13:32,268,0
3500,0,3/29/17 14:12,233.2,1
3175,0,3/29/17 14:29,745.18,0
3501,0,3/29/17 14:31,661.6,0
3502,1,3/29/17 14:34,691.57,1
2364,1,3/29/17 15:21,820.92,1
3503,1,3/29/17 16:06,10,1
2541,0,3/29/17 17:46,421.16,0
3504,1,3/29/17 18:02,278.2,1
3505,0,3/29/17 18:52,610,0
3488,1,3/29/17 19:03,10,1
3506,0,3/29/17 19:54,302.67,0
1441,0,3/29/17 19:58,288,1
3507,1,3/29/17 20:00,313.56,1
3508,1,3/29/17 20:33,251.2,1
3509,1,3/29/17 21:19,288,1
3488,1,3/29/17 21:34,0,1
3510,0,3/29/17 22:44,529.13,1
